OwnerUserId,PostTypeId,CreationDate,Score,LastEditorUserId,LastEditDate,LastActivityDate,CommentCount
8560,2,2017-05-08T23:08:58.193,0,,,2017-05-08T23:08:58.193,0
32071,1,2017-05-08T23:55:19.620,3,32071,2017-05-09T14:47:34.213,2018-03-02T12:16:54.560,6
31599,1,2017-05-08T23:59:22.497,1,31599,2017-05-11T14:21:52.250,2017-05-11T14:21:52.250,12
29204,1,2017-05-09T03:46:27.270,1,29204,2017-05-09T04:19:02.470,2017-05-09T06:21:37.210,0
32045,2,2017-05-09T06:21:37.210,1,,,2017-05-09T06:21:37.210,0
32045,2,2017-05-09T07:49:50.407,0,,,2017-05-09T07:49:50.407,0
32083,1,2017-05-09T08:33:11.113,9,,,2018-01-12T20:23:05.697,5
32084,1,2017-05-09T08:57:50.920,2,,,2017-05-09T08:57:50.920,3
14904,2,2017-05-09T09:38:35.870,2,,,2017-05-09T09:38:35.870,0
18369,2,2017-05-09T11:57:29.407,0,,,2017-05-09T11:57:29.407,0
24830,1,2017-05-09T12:35:15.617,1,24830,2017-05-09T15:02:03.947,2017-05-09T15:02:03.947,9
31810,1,2017-05-09T13:03:41.660,2,31810,2017-05-09T13:17:13.817,2017-06-13T07:22:12.913,0
26522,1,2017-05-09T15:47:42.607,1,,,2017-05-09T17:13:13.220,0
32095,1,2017-05-09T16:33:29.800,3,,,2017-05-09T16:33:29.800,0
30212,2,2017-05-09T17:13:13.220,1,,,2017-05-09T17:13:13.220,6
31977,1,2017-05-09T21:07:28.877,2,,,2018-03-14T10:30:23.040,1
30898,1,2017-05-09T21:53:14.403,1,,,2017-05-09T21:53:14.403,4
32104,2,2017-05-09T23:07:57.877,4,,,2017-05-09T23:07:57.877,0
26522,1,2017-05-10T04:39:03.917,1,26522,2017-05-10T08:59:51.893,2017-05-10T08:59:51.893,8
30406,1,2017-05-10T06:14:28.907,1,,,2017-05-10T08:43:37.987,3
32110,1,2017-05-10T06:50:55.653,1,,,2017-05-10T14:35:52.517,0
836,2,2017-05-10T09:27:40.023,1,836,2017-11-06T16:31:58.620,2017-11-06T16:31:58.620,0
9584,2,2017-05-10T09:34:45.837,4,9584,2017-05-11T17:58:48.503,2017-05-11T17:58:48.503,4
32116,1,2017-05-10T10:55:08.880,0,24000,2018-04-13T14:28:03.260,2018-04-13T14:28:03.260,1
17290,2,2017-05-10T11:35:06.810,0,,,2017-05-10T11:35:06.810,0
30928,2,2017-05-10T11:36:51.127,1,,,2017-05-10T11:36:51.127,3
32119,2,2017-05-10T13:56:58.040,0,,,2017-05-10T13:56:58.040,0
32119,2,2017-05-10T14:04:57.283,0,,,2017-05-10T14:04:57.283,0
31513,2,2017-05-10T14:23:34.227,1,31513,2017-05-15T11:23:44.863,2017-05-15T11:23:44.863,0
32119,2,2017-05-10T14:32:05.087,1,,,2017-05-10T14:32:05.087,0
9085,2,2017-05-10T14:35:52.517,2,,,2017-05-10T14:35:52.517,0
32119,1,2017-05-10T15:05:24.943,0,32119,2017-05-10T15:14:36.217,2017-05-11T07:40:29.730,0
29587,2,2017-05-10T18:03:51.530,2,,,2017-05-10T18:03:51.530,6
32119,2,2017-05-10T21:11:37.917,1,,,2017-05-10T21:11:37.917,0
32130,1,2017-05-10T23:15:56.937,1,,,2017-06-10T00:57:05.207,2
-1,5,2017-05-10T23:23:42.330,0,-1,2017-05-10T23:23:42.330,2017-05-10T23:23:42.330,0
26562,4,2017-05-10T23:23:42.330,0,26562,2018-04-19T19:17:38.317,2018-04-19T19:17:38.317,0
32131,1,2017-05-10T23:26:44.077,0,,,2018-08-25T11:00:47.447,1
30212,2,2017-05-11T00:48:23.507,0,,,2017-05-11T00:48:23.507,0
30212,2,2017-05-11T00:51:04.093,1,,,2017-05-11T00:51:04.093,1
9497,2,2017-05-11T06:31:26.487,0,,,2017-05-11T06:31:26.487,0
26265,1,2017-05-11T06:55:19.907,0,26265,2017-05-11T07:26:02.697,2017-05-11T07:26:02.697,2
32119,2,2017-05-11T07:40:29.730,0,,,2017-05-11T07:40:29.730,0
13727,2,2017-05-11T09:15:36.487,0,13727,2017-05-11T09:20:48.727,2017-05-11T09:20:48.727,2
32145,1,2017-05-11T09:38:57.690,1,,,2017-05-11T10:07:09.770,1
14904,2,2017-05-11T10:07:09.770,2,,,2017-05-11T10:07:09.770,0
31513,2,2017-05-11T11:31:11.890,4,,,2017-05-11T11:31:11.890,0
31513,2,2017-05-11T12:00:36.457,1,,,2017-05-11T12:00:36.457,0
32148,1,2017-05-11T12:12:06.923,19,,,2018-02-01T12:11:34.500,1
29509,1,2017-05-11T12:27:16.947,-1,,,2017-09-08T15:11:32.243,0
30107,2,2017-05-11T12:55:14.757,2,,,2017-05-11T12:55:14.757,0
11007,2,2017-05-11T13:42:20.403,0,,,2017-05-11T13:42:20.403,1
5143,1,2017-05-11T14:26:16.190,4,843,2017-05-11T14:46:32.933,2017-05-11T16:10:19.323,0
843,2,2017-05-11T14:44:03.237,5,843,2017-05-11T16:10:19.323,2017-05-11T16:10:19.323,0
16538,2,2017-05-11T15:20:05.090,3,,,2017-05-11T15:20:05.090,0
30339,1,2017-05-11T15:45:55.200,0,,,2017-08-09T17:49:38.863,0
32156,1,2017-05-11T16:34:07.200,-3,32156,2017-05-11T18:16:54.097,2017-05-11T19:36:49.823,9
32157,1,2017-05-11T16:36:09.250,1,,,2017-07-11T16:11:30.570,6
10345,2,2017-05-11T17:13:01.607,1,,,2017-05-11T17:13:01.607,0
32161,1,2017-05-11T17:53:52.963,1,31513,2017-05-16T08:52:54.627,2017-05-16T08:52:54.627,2
836,2,2017-05-11T19:08:22.660,3,836,2017-05-11T19:36:49.823,2017-05-11T19:36:49.823,0
31513,2,2017-05-11T20:38:57.993,2,31513,2017-05-15T16:54:56.777,2017-05-15T16:54:56.777,0
32071,1,2017-05-12T03:18:10.817,5,32071,2017-05-12T15:37:03.573,2017-05-12T16:57:37.133,2
32167,1,2017-05-12T03:42:22.460,3,32167,2017-05-12T03:47:23.703,2017-05-13T06:06:44.420,0
14904,2,2017-05-12T07:46:46.503,2,,,2017-05-12T07:46:46.503,0
32177,2,2017-05-12T13:51:30.130,1,,,2017-05-12T13:51:30.130,0
924,2,2017-05-12T14:28:16.317,1,,,2017-05-12T14:28:16.317,0
14904,2,2017-05-12T16:57:37.133,4,,,2017-05-12T16:57:37.133,0
32189,2,2017-05-12T17:49:22.970,4,,,2017-05-12T17:49:22.970,0
30335,1,2017-05-12T18:00:38.533,1,,,2017-05-12T18:00:38.533,2
13736,1,2017-05-12T19:18:16.590,-1,13736,2017-05-13T13:35:20.027,2017-05-13T13:35:20.027,0
30212,2,2017-05-12T19:57:18.013,0,,,2017-05-12T19:57:18.013,2
24651,1,2017-05-12T22:40:59.083,1,24651,2017-05-13T00:01:02.257,2017-05-18T18:25:03.220,6
32196,1,2017-05-12T23:33:40.157,1,,,2017-09-14T16:35:11.183,2
32198,1,2017-05-13T01:44:01.140,0,,,2017-05-13T06:08:53.680,1
9123,2,2017-05-13T06:06:44.420,4,,,2017-05-13T06:06:44.420,0
9123,2,2017-05-13T06:08:53.680,0,,,2017-05-13T06:08:53.680,0
18501,1,2017-05-13T07:13:45.503,0,,,2017-05-26T13:30:07.773,1
28600,1,2017-05-13T11:17:52.367,4,28600,2017-05-14T17:36:03.640,2017-05-14T17:36:03.640,0
32153,1,2017-05-13T14:46:41.980,-1,,,2017-05-18T23:41:38.060,0
10810,1,2017-05-13T16:03:22.243,0,,,2017-05-13T17:14:57.073,2
15412,2,2017-05-13T17:14:57.073,1,,,2017-05-13T17:14:57.073,0
23581,2,2017-05-13T21:05:41.397,0,23581,2017-05-18T23:41:38.060,2017-05-18T23:41:38.060,1
836,2,2017-05-13T21:37:13.143,3,836,2017-05-13T21:45:02.347,2017-05-13T21:45:02.347,3
32215,2,2017-05-13T23:07:41.153,2,53566,2018-06-12T23:27:23.457,2018-06-12T23:27:23.457,2
32215,2,2017-05-13T23:59:37.350,4,32215,2017-05-16T02:15:05.520,2017-05-16T02:15:05.520,0
32215,2,2017-05-14T00:16:35.687,0,,,2017-05-14T00:16:35.687,0
32220,1,2017-05-14T05:19:15.343,0,32220,2017-05-16T04:58:47.997,2017-05-16T04:58:47.997,0
29204,1,2017-05-14T06:56:26.563,-1,,,2017-05-14T15:33:19.113,0
32164,1,2017-05-14T14:47:40.710,1,,,2017-05-14T15:07:43.307,0
32230,2,2017-05-14T15:07:43.307,4,,,2017-05-14T15:07:43.307,2
31245,2,2017-05-14T15:33:19.113,0,,,2017-05-14T15:33:19.113,4
31245,2,2017-05-14T15:41:07.043,0,,,2017-05-14T15:41:07.043,6
32196,1,2017-05-14T15:57:34.433,0,,,2017-05-14T15:57:34.433,4
32042,1,2017-05-15T08:54:41.607,3,,,2018-08-31T09:47:28.133,1
20524,1,2017-05-15T10:34:02.930,1,,,2017-05-16T09:54:21.940,1
4968,1,2017-05-15T10:50:23.733,3,31513,2017-05-15T17:25:18.340,2017-05-15T17:25:18.340,3
32259,1,2017-05-15T11:38:34.333,-1,,,2017-05-15T11:55:52.157,0
30107,2,2017-05-15T11:47:07.250,2,,,2017-05-15T11:47:07.250,2
14904,2,2017-05-15T11:55:52.157,0,,,2017-05-15T11:55:52.157,0
32262,1,2017-05-15T12:23:21.620,-1,381,2017-05-16T18:40:29.320,2017-05-16T18:40:29.320,0
30212,2,2017-05-15T13:09:25.203,0,,,2017-05-15T13:09:25.203,1
836,2,2017-05-15T13:51:06.713,6,836,2017-05-17T13:50:07.260,2017-05-17T13:50:07.260,3
31610,1,2017-05-15T19:12:31.113,4,31513,2017-05-15T19:26:23.743,2018-05-04T10:13:28.420,5
32280,1,2017-05-15T19:52:03.967,0,32280,2017-05-15T21:54:53.780,2017-05-16T21:25:31.170,2
32284,1,2017-05-15T21:50:24.600,1,,,2017-05-15T22:22:11.587,0
26562,2,2017-05-15T22:22:11.587,2,,,2017-05-15T22:22:11.587,0
31434,1,2017-05-15T22:45:20.663,0,31434,2017-05-17T00:33:13.613,2017-05-17T00:33:13.613,15
10975,1,2017-05-15T23:33:44.637,-1,,,2017-05-16T12:23:30.307,3
20374,1,2017-05-16T01:04:18.037,0,,,2017-05-25T11:13:10.950,0
32292,2,2017-05-16T07:10:32.867,1,,,2017-05-16T07:10:32.867,0
29810,1,2017-05-16T07:42:27.920,0,,,2017-05-16T08:14:49.677,0
15412,2,2017-05-16T08:14:49.677,4,,,2017-05-16T08:14:49.677,0
20524,2,2017-05-16T09:54:21.940,0,,,2017-05-16T09:54:21.940,0
18315,1,2017-05-16T09:57:14.963,1,,,2017-05-16T09:57:14.963,1
32307,1,2017-05-16T11:23:41.233,1,32307,2017-05-16T13:57:49.737,2018-01-07T19:41:29.293,0
30212,2,2017-05-16T12:16:45.617,0,,,2017-05-16T12:16:45.617,0
30212,2,2017-05-16T12:23:30.307,0,,,2017-05-16T12:23:30.307,0
32311,1,2017-05-16T13:37:53.937,0,32311,2017-05-16T18:26:34.063,2017-05-16T20:48:25.277,0
32307,2,2017-05-16T14:08:06.977,1,,,2017-05-16T14:08:06.977,0
25560,1,2017-05-16T14:28:01.093,-1,,,2017-05-18T09:25:04.973,0
32314,1,2017-05-16T16:02:00.083,1,32314,2017-05-16T16:37:48.210,2017-05-16T16:37:48.210,0
28600,1,2017-05-16T17:16:50.230,4,28600,2017-05-17T16:18:03.823,2017-05-17T18:36:17.577,8
12241,2,2017-05-16T19:23:44.410,1,,,2017-05-16T19:23:44.410,0
30212,2,2017-05-16T19:31:32.730,0,,,2017-05-16T19:31:32.730,1
836,2,2017-05-16T20:36:45.073,1,836,2017-05-16T20:48:25.277,2017-05-16T20:48:25.277,0
7829,2,2017-05-16T21:10:54.813,4,,,2017-05-16T21:10:54.813,1
32189,2,2017-05-16T21:15:36.407,1,,,2017-05-16T21:15:36.407,1
381,2,2017-05-16T21:20:07.373,2,381,2017-05-16T21:25:31.170,2017-05-16T21:25:31.170,0
31434,1,2017-05-17T04:33:17.987,4,31434,2017-05-17T04:47:29.513,2017-06-27T19:42:39.323,0
32343,1,2017-05-17T04:56:08.497,3,,,2017-05-17T07:27:23.183,0
836,2,2017-05-17T07:27:23.183,4,,,2017-05-17T07:27:23.183,3
31513,2,2017-05-17T07:55:14.877,1,31513,2017-05-17T15:42:45.693,2017-05-17T15:42:45.693,0
32357,1,2017-05-17T12:58:12.303,9,32357,2017-05-18T09:30:19.353,2017-07-17T22:22:38.893,7
32359,1,2017-05-17T13:36:53.513,2,,,2017-05-17T13:36:53.513,0
25429,1,2017-05-17T13:43:34.910,1,,,2017-05-17T14:25:56.440,1
32360,1,2017-05-17T13:46:30.053,6,32360,2017-05-17T16:10:34.427,2018-08-17T14:00:12.397,0
29587,2,2017-05-17T14:25:56.440,2,,,2017-05-17T14:25:56.440,0
4968,1,2017-05-17T15:56:01.743,-1,,,2017-05-18T10:04:49.210,1
30212,2,2017-05-17T16:56:27.840,1,,,2017-05-17T16:56:27.840,0
836,2,2017-05-17T18:29:43.167,3,836,2017-05-17T18:36:17.577,2017-05-17T18:36:17.577,2
31513,2,2017-05-17T19:02:16.710,5,54504,2018-07-03T15:10:18.497,2018-07-03T15:10:18.497,6
32367,1,2017-05-17T19:11:57.737,0,32367,2017-05-21T11:01:13.507,2017-11-07T09:18:16.527,8
31513,2,2017-05-17T19:12:55.050,0,,,2017-05-17T19:12:55.050,0
32373,1,2017-05-17T19:32:21.607,3,,,2017-05-17T21:25:35.407,0
30959,1,2017-05-17T20:01:00.590,0,,,2017-05-17T20:01:00.590,1
32374,1,2017-05-17T20:03:23.250,-1,,,2017-05-17T21:32:07.903,1
924,2,2017-05-17T21:25:35.407,3,,,2017-05-17T21:25:35.407,0
32377,2,2017-05-17T21:30:49.853,1,381,2017-05-18T05:11:54.547,2017-05-18T05:11:54.547,0
14633,2,2017-05-17T21:32:07.903,0,,,2017-05-17T21:32:07.903,0
32379,1,2017-05-17T22:12:24.887,5,,,2017-05-23T17:33:25.097,0
23305,2,2017-05-17T23:34:25.247,5,23305,2017-05-23T17:33:25.097,2017-05-23T17:33:25.097,2
19161,2,2017-05-17T23:34:35.797,4,,,2017-05-17T23:34:35.797,1
29801,1,2017-05-18T00:14:06.673,1,29801,2017-05-18T01:34:32.537,2017-05-18T01:34:32.537,0
30212,2,2017-05-18T01:16:20.407,2,,,2017-05-18T01:16:20.407,2
29801,2,2017-05-18T01:28:53.943,0,,,2017-05-18T01:28:53.943,0
31822,1,2017-05-18T05:59:25.140,4,32177,2017-05-18T08:59:54.773,2017-05-18T09:47:10.090,0
32177,2,2017-05-18T09:07:35.937,0,,,2017-05-18T09:07:35.937,2
8792,2,2017-05-18T09:15:04.867,0,,,2017-05-18T09:15:04.867,0
32393,2,2017-05-18T09:25:04.973,0,,,2017-05-18T09:25:04.973,0
30928,2,2017-05-18T09:36:59.217,2,30928,2017-05-18T09:47:10.090,2017-05-18T09:47:10.090,2
31822,2,2017-05-18T10:04:49.210,1,,,2017-05-18T10:04:49.210,0
32398,1,2017-05-18T11:28:59.690,4,380,2017-07-13T15:49:50.983,2017-07-13T15:49:50.983,0
24651,2,2017-05-18T18:25:03.220,1,,,2017-05-18T18:25:03.220,0
31424,1,2017-05-19T04:01:55.777,-1,,,2017-05-19T06:54:03.533,0
32398,1,2017-05-19T06:40:09.947,1,,,2017-05-19T06:40:09.947,1
31446,2,2017-05-19T06:50:33.463,2,,,2017-05-19T06:50:33.463,0
836,2,2017-05-19T06:54:03.533,0,,,2017-05-19T06:54:03.533,2
23850,1,2017-05-19T07:31:17.630,7,,,2018-08-09T07:54:26.850,6
31822,2,2017-05-19T09:33:23.957,5,,,2017-05-19T09:33:23.957,1
32417,2,2017-05-19T10:40:10.920,1,,,2017-05-19T10:40:10.920,1
19212,1,2017-05-19T14:04:59.290,-1,,,2017-05-19T20:42:32.320,0
17484,1,2017-05-19T15:03:45.007,1,17484,2017-05-19T15:18:16.497,2017-05-19T15:18:16.497,1
32169,1,2017-05-19T15:10:07.877,0,,,2017-05-19T15:10:07.877,2
836,2,2017-05-19T15:51:33.837,7,,,2017-05-19T15:51:33.837,0
30212,2,2017-05-19T15:55:57.840,1,,,2017-05-19T15:55:57.840,4
32433,1,2017-05-19T18:23:12.040,-1,32433,2017-05-22T06:16:16.977,2017-05-23T06:17:41.387,9
8560,2,2017-05-19T18:59:12.230,4,,,2017-05-19T18:59:12.230,2
8560,2,2017-05-19T19:18:03.640,1,,,2017-05-19T19:18:03.640,0
29931,1,2017-05-19T20:07:05.323,6,50727,2018-06-06T08:23:34.300,2018-07-06T08:42:31.140,0
31822,2,2017-05-19T20:42:32.320,1,,,2017-05-19T20:42:32.320,3
27966,1,2017-05-20T08:10:55.557,-1,27966,2017-05-20T08:38:26.183,2017-06-06T07:48:17.967,1
32459,1,2017-05-20T21:40:08.787,9,,,2018-07-19T13:24:58.100,2
836,2,2017-05-21T07:16:18.930,7,836,2017-05-21T08:40:55.300,2017-05-21T08:40:55.300,0
16764,1,2017-05-21T13:02:29.050,0,,,2017-05-22T12:54:48.403,4
14675,2,2017-05-21T16:36:31.383,3,14675,2017-11-07T09:18:16.527,2017-11-07T09:18:16.527,3
30170,1,2017-05-22T04:35:15.383,2,,,2018-08-15T20:01:41.910,0
17696,2,2017-05-22T05:36:22.587,0,,,2017-05-22T05:36:22.587,1
15624,1,2017-05-22T06:13:09.000,1,15624,2017-05-24T05:19:25.537,2017-05-29T11:32:33.210,1
32490,1,2017-05-22T08:51:18.527,1,380,2017-05-29T05:00:07.730,2017-05-30T06:10:06.977,1
30056,1,2017-05-22T10:29:21.267,11,8501,2018-05-08T01:27:32.780,2018-05-08T01:27:32.780,2
9123,2,2017-05-22T10:43:30.187,8,,,2017-05-22T10:43:30.187,1
17208,2,2017-05-22T12:37:42.010,9,17208,2017-05-22T12:43:18.433,2017-05-22T12:43:18.433,3
17208,2,2017-05-22T12:54:48.403,1,,,2017-05-22T12:54:48.403,1
13481,1,2017-05-22T13:44:38.583,0,,,2017-05-22T19:38:33.547,5
32508,1,2017-05-22T17:26:48.557,1,,,2017-05-26T13:43:42.453,0
30928,2,2017-05-22T19:38:33.547,1,,,2017-05-22T19:38:33.547,0
32511,2,2017-05-22T19:57:55.743,0,,,2017-05-22T19:57:55.743,2
32169,1,2017-05-22T21:00:19.033,11,32169,2017-05-24T14:56:41.190,2017-09-29T10:26:24.817,4
32510,1,2017-05-22T22:48:48.713,0,,,2017-05-23T00:39:49.417,0
381,2,2017-05-22T23:22:20.587,1,381,2017-05-23T00:39:49.417,2017-05-23T00:39:49.417,1
32521,1,2017-05-23T00:04:38.397,1,,,2017-12-03T16:29:27.543,0
843,1,2017-05-23T03:03:01.957,1,,,2017-06-13T21:19:54.150,0
32248,1,2017-05-23T06:12:28.017,0,32248,2017-05-23T16:46:07.023,2017-05-24T15:58:51.767,5
32433,2,2017-05-23T06:17:41.387,0,,,2017-05-23T06:17:41.387,0
32535,1,2017-05-23T07:41:52.600,2,32535,2017-05-23T08:30:49.590,2017-05-23T08:30:49.590,3
14904,1,2017-05-23T08:41:14.777,1,14904,2017-05-23T09:57:37.447,2017-05-23T09:57:37.447,3
32543,1,2017-05-23T09:30:01.837,1,8878,2017-05-24T08:01:41.257,2017-05-24T08:56:57.770,0
32542,1,2017-05-23T09:43:58.043,0,,,2017-06-22T10:52:38.817,0
8370,2,2017-05-23T10:23:23.333,2,,,2017-05-23T10:23:23.333,2
20618,1,2017-05-23T10:33:11.993,0,,,2017-05-24T19:15:01.537,2
32546,1,2017-05-23T11:24:23.360,1,32546,2017-06-03T23:38:20.400,2017-06-04T04:36:38.300,3
32550,1,2017-05-23T11:35:44.843,0,-1,2017-05-25T05:00:08.423,2017-05-25T05:00:08.423,1
1244,1,2017-05-23T11:41:10.857,1,,,2017-06-07T13:36:06.460,3
19212,1,2017-05-23T13:34:21.700,1,,,2017-05-23T17:58:28.000,0
32554,1,2017-05-23T15:43:30.287,0,,,2017-05-24T05:45:54.810,1
8370,2,2017-05-23T15:54:37.133,2,,,2017-05-23T15:54:37.133,1
14904,2,2017-05-23T17:58:28.000,2,,,2017-05-23T17:58:28.000,0
31676,1,2017-05-23T19:11:58.487,2,31676,2017-05-25T01:48:22.567,2017-09-22T03:53:13.567,1
32580,1,2017-05-23T22:33:11.657,5,32580,2017-05-24T10:53:01.627,2018-02-18T22:56:58.317,3
32584,2,2017-05-24T00:18:10.050,1,,,2017-05-24T00:18:10.050,1
30212,2,2017-05-24T00:57:14.110,0,,,2017-05-24T00:57:14.110,2
32343,1,2017-05-24T03:47:29.183,0,40853,2017-12-07T06:11:48.140,2018-09-01T09:26:00.710,0
32586,1,2017-05-24T04:01:52.443,0,,,2017-05-29T22:00:36.323,0
32587,1,2017-05-24T04:23:45.173,0,,,2017-10-21T08:52:03.120,0
32588,1,2017-05-24T04:42:21.473,1,381,2017-05-24T06:25:21.887,2017-05-24T06:25:21.887,2
32587,2,2017-05-24T04:51:46.740,2,,,2017-05-24T04:51:46.740,1
17696,2,2017-05-24T05:19:26.057,0,17696,2017-05-24T05:32:50.217,2017-05-24T05:32:50.217,4
20618,1,2017-05-24T05:21:39.753,2,14372,2017-05-25T17:26:29.720,2017-07-25T15:33:55.563,2
27976,1,2017-05-24T05:45:10.267,-1,,,2017-08-23T16:12:52.817,2
32554,2,2017-05-24T05:45:54.810,1,,,2017-05-24T05:45:54.810,0
8432,1,2017-05-24T06:13:56.507,1,,,2017-05-24T14:47:51.773,1
14675,2,2017-05-24T06:33:21.097,7,14675,2017-05-24T13:44:27.617,2017-05-24T13:44:27.617,0
32595,1,2017-05-24T07:09:27.113,1,31513,2017-05-29T04:59:30.170,2017-05-29T04:59:30.170,0
8878,2,2017-05-24T08:50:45.567,1,8878,2017-05-24T08:56:57.770,2017-05-24T08:56:57.770,2
32602,1,2017-05-24T08:56:18.580,4,,,2017-05-24T16:55:26.080,3
14675,2,2017-05-24T10:50:29.960,-1,,,2017-05-24T10:50:29.960,3
21608,2,2017-05-24T14:30:19.107,1,,,2017-05-24T14:30:19.107,2
32177,2,2017-05-24T14:47:51.773,1,,,2017-05-24T14:47:51.773,0
21608,2,2017-05-24T14:48:10.663,1,14372,2017-05-25T17:26:27.000,2017-05-25T17:26:27.000,0
32619,1,2017-05-24T15:38:40.683,1,23305,2017-05-29T05:00:05.380,2017-05-29T05:00:05.380,2
17208,2,2017-05-24T15:58:51.767,1,,,2017-05-24T15:58:51.767,4
32622,1,2017-05-24T16:13:03.890,8,32622,2017-05-24T17:01:09.550,2017-05-25T20:58:54.877,2
32623,1,2017-05-24T16:14:52.983,0,,,2018-04-13T19:21:23.237,0
381,2,2017-05-24T16:55:26.080,5,,,2017-05-24T16:55:26.080,0
32627,2,2017-05-24T19:09:51.810,2,32627,2017-05-24T19:15:01.537,2017-05-24T19:15:01.537,1
23305,1,2017-05-24T19:46:03.913,5,23305,2017-07-13T16:42:52.717,2017-12-11T03:10:56.297,1
20945,2,2017-05-25T08:04:02.143,1,,,2017-05-25T08:04:02.143,0
24119,1,2017-05-25T08:51:13.597,10,31513,2017-05-25T12:23:48.947,2017-05-27T23:29:07.833,0
27966,1,2017-05-25T08:57:16.483,1,8432,2017-05-29T04:59:47.620,2017-05-29T04:59:47.620,0
20374,2,2017-05-25T11:13:10.950,1,,,2017-05-25T11:13:10.950,0
32314,1,2017-05-25T11:47:36.777,2,8560,2017-05-26T20:56:44.613,2017-05-26T21:03:22.980,9
30212,2,2017-05-25T12:40:25.093,0,30212,2017-10-11T19:55:21.500,2017-10-11T19:55:21.500,1
30212,2,2017-05-25T13:02:50.820,0,,,2017-05-25T13:02:50.820,0
32655,1,2017-05-25T13:35:41.380,0,32230,2017-06-10T06:20:40.090,2017-06-10T06:20:40.090,0
31216,2,2017-05-25T14:39:00.337,1,,,2017-05-25T14:39:00.337,0
32660,2,2017-05-25T14:48:27.797,0,32660,2017-06-09T10:46:08.797,2017-06-09T10:46:08.797,4
32661,1,2017-05-25T14:58:57.187,2,29575,2018-01-24T14:37:17.237,2018-01-30T03:48:47.563,2
32664,2,2017-05-25T15:40:41.013,0,30212,2017-05-29T04:59:57.923,2017-05-29T04:59:57.923,0
32650,2,2017-05-25T16:02:17.370,3,,,2017-05-25T16:02:17.370,0
16872,1,2017-05-25T16:32:41.547,2,,,2018-08-30T14:40:19.907,5
29428,1,2017-05-25T17:07:03.060,0,,,2017-05-25T17:07:03.060,6
32670,1,2017-05-25T19:19:00.263,0,,,2017-05-25T19:19:00.263,6
29587,2,2017-05-25T19:20:12.410,3,,,2017-05-25T19:20:12.410,1
8560,2,2017-05-25T20:58:54.877,4,,,2017-05-25T20:58:54.877,0
26163,1,2017-05-25T22:48:29.260,0,26163,2017-05-25T23:58:46.233,2017-05-25T23:58:46.233,4
31434,1,2017-05-25T23:48:26.343,21,31434,2017-05-31T20:09:35.133,2017-06-07T00:32:16.053,1
31434,2,2017-05-26T00:18:04.110,1,,,2017-05-26T00:18:04.110,3
31696,1,2017-05-26T04:47:19.253,1,,,2017-05-28T16:51:49.383,0
381,2,2017-05-26T05:22:35.720,6,,,2017-05-26T05:22:35.720,1
30435,1,2017-05-26T05:37:16.603,1,,,2017-05-26T05:37:16.603,1
31822,2,2017-05-26T06:58:23.517,0,,,2017-05-26T06:58:23.517,0
32690,1,2017-05-26T09:04:20.050,5,,,2018-01-22T01:59:20.637,0
32164,2,2017-05-26T10:15:56.590,1,,,2017-05-26T10:15:56.590,0
30212,2,2017-05-26T11:51:59.607,1,,,2017-05-26T11:51:59.607,0
8370,2,2017-05-26T13:30:07.773,2,,,2017-05-26T13:30:07.773,0
10169,2,2017-05-26T13:43:42.453,1,,,2017-05-26T13:43:42.453,1
30928,2,2017-05-26T14:27:47.140,1,,,2017-05-26T14:27:47.140,5
29587,2,2017-05-26T14:36:51.297,4,,,2017-05-26T14:36:51.297,4
32177,2,2017-05-26T14:44:37.137,0,,,2017-05-26T14:44:37.137,0
29587,2,2017-05-26T14:57:43.073,1,,,2017-05-26T14:57:43.073,0
32697,2,2017-05-26T14:58:14.110,1,,,2017-05-26T14:58:14.110,0
32701,1,2017-05-26T16:01:45.647,1,31513,2017-05-29T04:59:44.793,2017-12-12T02:12:46.217,2
31676,1,2017-05-26T16:41:32.213,1,31676,2017-05-26T19:04:27.163,2017-12-01T17:16:18.127,2
31434,2,2017-05-26T17:27:17.310,3,31434,2017-05-26T17:34:33.437,2017-05-26T17:34:33.437,3
31180,1,2017-05-26T17:43:57.113,1,31513,2017-05-28T17:03:53.533,2017-05-29T05:00:02.910,3
31434,2,2017-05-26T18:04:28.227,3,,,2017-05-26T18:04:28.227,0
381,2,2017-05-26T20:09:52.250,3,695,2017-05-29T05:00:02.910,2017-05-29T05:00:02.910,2
27702,1,2017-05-26T20:47:24.983,1,,,2017-05-27T10:00:40.780,1
8560,2,2017-05-26T21:03:22.980,1,,,2017-05-26T21:03:22.980,10
20492,2,2017-05-26T21:25:29.393,4,,,2017-05-26T21:25:29.393,0
23240,1,2017-05-26T21:57:35.990,1,,,2017-05-27T04:30:07.683,0
32711,2,2017-05-27T04:12:06.237,21,29575,2018-03-12T01:06:02.507,2018-03-12T01:06:02.507,0
695,2,2017-05-27T04:30:07.683,1,,,2017-05-27T04:30:07.683,0
32723,2,2017-05-27T07:05:38.473,2,,,2017-05-27T07:05:38.473,2
27045,1,2017-05-27T08:31:42.030,0,,,2017-06-26T11:53:16.777,0
31245,2,2017-05-27T10:00:40.780,1,,,2017-05-27T10:00:40.780,2
32726,1,2017-05-27T11:09:55.030,-1,8432,2017-05-29T05:00:17.683,2017-05-29T05:00:17.683,0
30212,2,2017-05-27T11:39:47.807,0,,,2017-05-27T11:39:47.807,0
